#!/bin/bash
# File IMME_T1_ADNDT_099_680_2013.dat
# Data created on May 17 2012 by LAM Yi Hua
#
# The IMME coefficients of T=1/2 isobaric multiplets are published at
# Yi Hua Lam†, Bertram Blank‡, Nadezda A. Smirnova, Jean Bernard Bueb, Maria Susai Antony
# Atomic Data and Nuclear Data Tables 99 (2013) 680, http://dx.doi.org/10.1016/j.adt.2012.11.002
# 
# https://arxiv.org/XXXX.YYYY
#
# Corresponding authors:
# † lamyihua@impcas.ac.cn (Yi Hua LAM)
# ‡ blank@cenbg.in2p3.fr (Bertram BLANK)
#
# ORCID:
# https://orcid.org/0000-0001-6646-0745 (Yi Hua LAM)
# https://orcid.org/0000-0001-8944-7631 (Nadezda A. SMIRNOVA)
#
# See Atomic Data and Nuclear Data Tables 99 (2013) 680, or https://arxiv.org/XXXX.YYYY, Explanation of Tables, for data notations
# 
#A  2J  P    Nucl.      Mass Excess (keV) +/- (keV)     Nucl. Tz  Mass Excess (keV) +/- (keV)    Ex (keV)    a (keV)       +/- (keV)    b (keV)       +/- (keV)
#            Tz=+1/2                                    Tz=-1/2
27   9   +   Al         -14192.5          0.8           Si         -9474.4          0.2           2958       -11833.5        0.4        -4718.1         0.8
27   1   +   Al         -13516.3          0.9           Si         -8844.1          1.1           3611       -11180.2        0.7        -4672.2         1.4
27   3   +   Al         -13239.9          0.4           Si         -8580.7          1.1           3881       -10910.3        0.6        -4659.2         1.2
27   1   -   Al         -13142.1          0.5           Si         -8246.2          1.4           4097       -10694.2        0.7        -4895.9         1.5
27   5   +   Al         -12786.5          0.4           Si         -8095.1          0.9           4350       -10440.8        0.5        -4691.4         1.0
27  11   +   Al         -12686.4          0.5           Si         -7937.0          0.5           4479       -10311.7        0.4        -4749.4         0.7
27   7   +   Al         -12616.7          0.8           Si         -7909.5          0.7           4528       -10263.1        0.5        -4707.2         1.1
27   5   +   Al         -12385.1          0.5           Si         -7680.5          1.1           4758       -10032.8        0.6        -4704.6         1.2
27   5   +   Al         -11948.70         0.61          Si         -7322            2             5155        -9636.         1          -4626           2
27   3   -   Al         -12041.1          0.8           Si         -7157            5             5192        -9599.         3          -4884           5
27   9   +   Al         -11776.8          0.9           Si         -7122.3          0.5           5341        -9449.6        0.5        -4654.5         1.0
27   7   +   Al         -11763.9          1.0           Si         -7101.5          0.4           5358        -9432.7        0.5        -4662.4         1.1
29   1   +   Si         -21895.07897      0.00049        P         -16952.6         0.6              0       -19423.9        0.3        -4942.5         0.6
29   3   +   Si         -20621.681        0.011          P         -15569.1         0.6           1329       -18095.4        0.3        -5052.6         0.6
29   5   +   Si         -19866.93         0.04           P         -14998.7         0.6           1992       -17432.8        0.3        -4868.2         0.6
29   3   +   Si         -19469.063        0.015          P         -14529.9         0.7           2425       -16999.5        0.3        -4939.1         0.7
29   5   +   Si         -18828.05         0.04           P         -13846.7         0.7           3087       -16337.4        0.3        -4981.3         0.7
29   7   -   Si         -18270.93         0.15           P         -13505.0         0.7           3536       -15888.0        0.4        -4765.9         0.7
29   7   +   Si         -17814.9          0.9            P         -12872.1         0.7           4081       -15343.5        0.6        -4942.8         1.1
29   9   +   Si         -17154.1          0.7            P         -12310.6         0.8           4692       -14732.4        0.6        -4843.5         1.1
29   1   +   Si         -17054.73         0.06           P         -12193.6         3.1           4800       -14624.2        1.5        -4861.1         3.1
29   5   +   Si         -16999.7          0.6            P         -11998.5         0.8           4925       -14499.1        0.5        -5001.2         1.0
29   3   -   Si         -16960.516        0.013          P         -12609.6         2.1           4639       -14785.1        1.0        -4350.9         2.1
29   7   +   Si         -16609.6          0.8            P         -11659.6         0.8           5290       -14134.6        0.6        -4950.0         1.1
29   7   +   Si         -16082.2          0.9            P         -11127           4             5820       -13604          2          -4956           4
29   3   +   Si         -15946.0          0.2            P         -10985           3             5959       -13465          2          -4961           3
29   1   -   Si         -15514.2          0.2            P         -11426          20             5954       -13470         10          -4089          20
29   3   +   Si         -15398.9          0.2            P         -10625           5             6413       -13012          3          -4774           5
29   5   +   Si         -15373            1              P         -10448          15             6514       -12910          8          -4925          15
29   1   +   Si         -15199.15         0.14           P         -10376           5             6637       -12787          3          -4824           5
31   1   +    P         -24440.54128      0.00068        S         -19043.02        0.98             0       -21741.78       0.49       -5397.52        0.98
31   3   +    P         -23174.39         0.10           S         -17794.1         1.0           1258       -20484.3        0.5        -5380.3         1.0
31   5   +    P         -22206.8          0.2            S         -16807.4         1.1           2235       -19507.1        0.5        -5399.4         1.1
31   1   +    P         -21306.4          0.3            S         -15964.0         1.5           3107       -18635.2        0.8        -5342.4         1.5
31   5   +    P         -21145.5          0.2            S         -15757.5         1.1           3291       -18451.3        0.6        -5388.0         1.1
31   7   +    P         -21025.9          0.3            S         -15691.9         1.2           3383       -18358.9        0.6        -5334.0         1.2
31   3   +    P         -20934.7          0.5            S         -15606           7             3472       -18270          4          -5329           7
31   5   +    P         -20250.2          0.4            S         -14963           8             4136       -17607          4          -5287           8
31   3   +    P         -20179.8          0.7            S         -14839           7             4233       -17509          4          -5341           7
31   7   -    P         -20009.6          0.3            S         -14591           6             4442       -17300          3          -5419           6
31   3   +    P         -19846.9          0.8            S         -14518           8             4560       -17182          4          -5329           8
31   7   +    P         -19806.7          0.5            S         -14463           6             4607       -17135          3          -5344           6
31   5   +    P         -19657.4          0.5            S         -14325           6             4751       -16991          3          -5332           6
31   5   +    P         -19325            6              S         -14021          12             5069       -16673          7          -5304          13
31   1   +    P         -19184.4          1.4            S         -13892           6             5204       -16538          3          -5292           6
33   3   +    S         -26585.855        0.001         Cl         -21003.27        0.44             0       -23794.56       0.22       -5582.59        0.44
33   1   +    S         -25744.873        0.012         Cl         -20192.72        0.47           826       -22968.80       0.23       -5552.15        0.47
33   5   +    S         -24618.66         0.03          Cl         -19017.0         0.5           1977       -21817.8        0.3        -5601.7         0.5
33   3   +    S         -24272.456        0.014         Cl         -18651.3         0.5           2333       -21461.9        0.3        -5621.2         0.5
33   5   +    S         -23718.229        0.020         Cl         -18164.3         0.5           2854       -20941.2        0.3        -5554.0         0.5
33   7   +    S         -23616.67         0.08          Cl         -18027.9         0.5           2973       -20822.3        0.3        -5588.8         0.5
33   3   -    S         -23365.163        0.015         Cl         -18157.0         0.5           3034       -20761.1        0.3        -5208.2         0.5
33   5   +    S         -22754.3          0.3           Cl         -17187.0         0.5           3824       -19970.6        0.3        -5567.3         0.6
33   3   +    S         -22651.12         0.06          Cl         -17032.1         0.5           3953       -19841.6        0.2        -5619.1         0.5
33   5   -    S         -22441.53         0.06          Cl         -17023.97        0.48          4062       -19732.75       0.24       -5417.57        0.48
33   1   +    S         -22530.50         0.11          Cl         -16903.9         0.7           4078       -19717.2        0.3        -5626.6         0.7
33   3   -    S         -22375.007        0.020         Cl         -16885.8         0.7           4165       -19630.4        0.4        -5489.2         0.7
33   1   +    S         -22210.5          0.3           Cl         -16564.3         0.5           4408       -19387.4        0.3        -5646.2         0.6
33   3   +    S         -22162.12         0.05          Cl         -16539.1         0.6           4444       -19350.6        0.3        -5623.1         0.6
33   1   -    S         -21667.98         0.04          Cl         -16486           4             4718       -19077          2          -5182           4
35   3   +   Cl         -29013.51         0.04          Ar         -23047.38        0.75             0       -26030.45       0.37       -5966.13        0.75
35   1   +   Cl         -27794.22         0.12          Ar         -21863.35        0.79          1202       -24828.79       0.40       -5930.87        0.80
35   5   +   Cl         -27250.47         0.08          Ar         -21296.7         0.8           1757       -24273.6        0.4        -5953.8         0.8
35   7   +   Cl         -26367.78         0.09          Ar         -20444.3         0.9           2625       -23406.0        0.5        -5923.5         0.9
35   3   +   Cl         -26319.76         0.09          Ar         -20409.4         0.8           2666       -23364.6        0.4        -5910.4         0.8
35   5   +   Cl         -26011.22         0.14          Ar         -20064.59        0.76          2993       -23037.90       0.38       -5946.62        0.77
35   7   -   Cl         -25850.72         0.09          Ar         -19850.5         0.8           3180       -22850.6        0.4        -6000.2         0.9
35   1   +   Cl         -25046.01         0.23          Ar         -19163          10             3926       -22105          5          -5883          10
35   3   +   Cl         -25095.03         0.17          Ar         -18982.4         0.8           3992       -22038.7        0.4        -6112.6         0.9
35   3   -   Cl         -24954.40         0.15          Ar         -19035          10             4036       -21995          5          -5919          10
35   3   -   Cl         -24835.63         0.15          Ar         -18905          10             4160       -21871          5          -5930          10
35   9   -   Cl         -24665.69         0.15          Ar         -18688.6         1.1           4354       -21677.1        0.6        -5977.1         1.1
35  11   -   Cl         -23606.3          0.4           Ar         -17663.2         1.1           5396       -20634.8        0.6        -5943.1         1.2
35  11   -   Cl         -23086.6          0.3           Ar         -17434.2         1.3           5771       -20260.4        0.7        -5652.4         1.4
35  13   -   Cl         -22926.1          0.4           Ar         -17281.6         1.1           5927       -20103.8        0.6        -5644.5         1.2
35  15   -   Cl         -20693.7          0.5           Ar         -14938.2         1.6           8215       -17815.9        0.8        -5755.5         1.7
35  15   -   Cl         -20526.1          0.6           Ar         -14835.3         1.4           8350       -17680.7        0.8        -5690.8         1.5
35  19   -   Cl         -18833.4          0.5           Ar         -13141.9         2.2          10043       -15987.6        1.1        -5691.5         2.3
35  23   -   Cl         -16441.3          0.6           Ar         -10771.0         3.4          12425       -13606.1        1.7        -5670.3         3.4
37   3   +   Ar         -30947.67         0.21           K         -24800.20        0.09             0       -27873.94       0.11       -6147.48        0.23
37   1   +   Ar         -29537.85         0.23           K         -23429.35        0.10          1391       -26483.60       0.12       -6108.51        0.25
37   7   -   Ar         -29336.40         0.22           K         -23419.95        0.10          1496       -26378.18       0.12       -5916.46        0.24
37   7   +   Ar         -28730.6          0.3            K         -22514.96        0.15          2252       -25622.8        0.2        -6215.6         0.3
37   3   -   Ar         -28457.1          0.4            K         -22630.02        0.16          2331       -25543.5        0.2        -5827.1         0.4
37   5   +   Ar         -28151.6          0.4            K         -22049.93        0.11          2774       -25100.8        0.2        -6101.6         0.4
37   5   -   Ar         -27673.8          0.3            K         -21718.21        0.13          3178       -24696.0        0.2        -5955.6         0.3
37   5   +   Ar         -27776.4          1.4            K         -21560.9         0.2           3206       -24668.6        0.7        -6215.5         1.4
37   3   -   Ar         -27429.4          0.4            K         -21486           2             3417       -24458          1          -5943           2
37   3   +   Ar         -27345.7          0.7            K         -21178           3             3612       -24262          2          -6167           3
39   3   +    K         -33807.1905       0.0046        Ca         -27282.70        0.60             0       -30544.95       0.30       -6524.49        0.60
39   1   +    K         -31284.7          0.2           Ca         -24814.2         1.1           2496       -28049.4        0.5        -6470.5         1.1
39   7   -    K         -30992.9          0.2           Ca         -24485.9         0.8           2806       -27739.4        0.4        -6507.0         0.9
39   3   -    K         -30788.0          0.2           Ca         -24257           3             3023       -27522          2          -6531           3
39   9   -    K         -30209.7          0.2           Ca         -23643.1         1.0           3619       -26926.4        0.5        -6566.6         1.0
39  11   -    K         -29862.9          0.2           Ca         -23392.2         1.3           3918       -26627.5        0.7        -6470.7         1.4
39   3   -    K         -29724.9          0.4           Ca         -23347           1             4010       -26536          1          -6378           1
41   7   -   Ca         -35137.92         0.14          Sc         -28642.41        0.08             0       -31890.17       0.08       -6495.51        0.16
41   3   -   Ca         -33195.16         0.20          Sc         -26925.96        0.12          1830       -30060.56       0.12       -6269.20        0.23
41   3   +   Ca         -33128.0          0.2           Sc         -26546.5         0.5           2053       -29837.3        0.3        -6581.5         0.6
41   3   -   Ca         -32675.6          0.2           Sc         -26227.6         0.5           2439       -29451.6        0.3        -6448.0         0.6
41   5   -   Ca         -32561.4          0.6           Sc         -26054.31        0.11          2583       -29307.9        0.3        -6507.1         0.6
41   5   +   Ca         -32532.3          0.3           Sc         -25975.77        0.11          2637       -29254.0        0.2        -6556.5         0.3
41   1   +   Ca         -32467.4          1.2           Sc         -25923.24        0.12          2695       -29195.3        0.6        -6544.2         1.2
